City,Coordinates,Pollutant,Unit,Value,Last Updated,Country Label
Pas-de-Calais,"50.9577862878515, 1.890082307246",PM10,µg/m³,15.6,2023-02-27T02:00:00+01:00,France
Finistère,"48.3863972226844, -4.48681534959177",NO2,µg/m³,8.8,2023-02-27T06:00:00+01:00,France
Meurthe-et-Moselle,"48.6881993336682, 6.19043435331308",SO2,µg/m³,0.5,2023-02-27T06:00:00+01:00,France
Meurthe-et-Moselle,"48.6881993336682, 6.19043435331308",O3,µg/m³,60.1,2023-02-27T06:00:00+01:00,France
Hautes-Pyrénées,"43.0969481158716, -0.0388889669648182",O3,µg/m³,62.9,2023-02-27T06:00:00+01:00,France
Rhône,"45.7789106049275, 4.92469913483583",NO2,µg/m³,4.8,2023-02-27T06:00:00+01:00,France
Haute-Savoie,"45.9225095176583, 6.87000088259666",PM10,µg/m³,10.2,2023-02-27T06:00:00+01:00,France
Pas-de-Calais,"50.610484351663, 1.99144820390604",O3,µg/m³,60.7,2023-02-27T06:00:00+01:00,France
Marne,"48.7266129231085, 4.5947838635901",NO2,µg/m³,5.2,2023-02-27T06:00:00+01:00,France
Moselle,"49.1102543561084, 6.22333964217038",SO2,µg/m³,0.0,2019-08-28T09:00:00+02:00,France
Moselle,"49.1102543561084, 6.22333964217038",PM10,µg/m³,5.4,2023-02-27T05:00:00+01:00,France
Isère,"45.1619288830485, 5.73559935865769",PM2.5,µg/m³,8.2,2023-02-27T06:00:00+01:00,France
Haute-Vienne,"45.8900054295449, 0.900004116853666",SO2,µg/m³,-1.0,2023-02-27T06:00:00+01:00,France
Savoie,"45.2747219994632, 6.349722",O3,µg/m³,69.9,2023-02-27T06:00:00+01:00,France
Haute-Vienne,"45.8758101772, 0.823888964514935",NO2,µg/m³,5.1,2023-02-27T06:00:00+01:00,France
Vienne,"46.5869346169289, 0.358583206907842",O3,µg/m³,55.6,2023-02-27T06:00:00+01:00,France
Seine-Maritime,"49.9180174823908, 1.07397185477625",NO2,µg/m³,20.6,2023-02-27T06:00:00+01:00,France
Seine-Maritime,"49.4424377204107, 1.09368987526268",PM2.5,µg/m³,4.9,2023-02-27T06:00:00+01:00,France
Martinique,"14.6107421035951, -61.0026146509316",PM2.5,µg/m³,4.2,2023-02-27T06:00:00+01:00,France
Morbihan,"47.648889066211, -2.76389155041474",O3,µg/m³,59.9,2023-02-27T06:00:00+01:00,France
Paris,"48.8571999994682, 2.2933",NO2,µg/m³,14.6,2023-02-27T06:00:00+01:00,France
Paris,"48.8286101457138, 2.36027849325984",O3,µg/m³,50.5,2023-02-27T06:00:00+01:00,France
Vaucluse,"44.0604388284678, 5.06742346717674",O3,µg/m³,24.6,2023-02-27T06:00:00+01:00,France
Var,"43.4378086826446, 6.7683924408099",PM10,µg/m³,3.4,2023-02-27T05:00:00+01:00,France
Bouches-du-Rhône,"43.510559975903, 5.21972384044637",PM2.5,µg/m³,6.6,2023-02-27T05:00:00+01:00,France
Corse-du-Sud,"41.964411839407, 8.8202792970315",NO2,µg/m³,1.2,2023-02-27T03:00:00+01:00,France
Reunion,"-20.9105850632935, 55.6190111532033",NO2,µg/m³,14.5,2023-02-27T04:00:00+01:00,France
Reunion,"-21.009739859322, 55.2727106111753",PM10,µg/m³,6.0,2023-02-27T02:00:00+01:00,France
Saint-Pierre,"-21.3344236402583, 55.4590212011017",SO2,µg/m³,0.4,2023-02-27T04:00:00+01:00,France
Moselle,"49.1250708052828, 6.18121763849802",PM10,µg/m³,3.4,2023-02-27T00:00:00+01:00,France
Haute-Corse,"42.6978893718847, 9.44641403321565",PM10,µg/m³,9.8,2023-02-26T15:00:00+01:00,France
Haut-Rhin,"47.7230906312769, 7.34160742360657",O3,µg/m³,25.4,2023-02-24T12:00:00+01:00,France
Vaucluse,"43.9370778926249, 4.82493223938152",NO2,µg/m³,11.6,2023-02-06T12:00:00+01:00,France
Moselle,"49.3686110119252, 6.16083486470134",PM10,µg/m³,9.3,2023-01-17T11:00:00+01:00,France
Moselle,"49.2203897661785, 6.92583117750469",NO2,µg/m³,1.8,2020-02-11T14:00:00+01:00,France
Puy-de-Dôme,"45.7747754785278, 3.06296765795665",PM10,µg/m³,4.1,2023-01-09T11:00:00+01:00,France
Côte-d'Or,"47.315472, 5.037429",PM2.5,µg/m³,5.6,2023-01-01T01:00:00+01:00,France
Alpes-Maritimes,"43.6578145387488, 6.92095332551192",O3,µg/m³,90.4,2021-03-29T03:00:00+02:00,France
Meuse,"48.7758318853958, 5.16278861773887",PM10,µg/m³,10.8,2021-03-17T03:00:00+01:00,France
Isère,"45.1583816929606, 5.70376306498849",PM2.5,µg/m³,14.5,2020-12-23T07:00:00+01:00,France
Loiret,"47.9979271894844, 2.71951477537923",PM2.5,µg/m³,41.2,2020-03-18T09:00:00+01:00,France
Hautes-Pyrénées,"43.0949969994643, -0.051944",PM2.5,µg/m³,1.9,2020-06-10T07:00:00+02:00,France
Charente,"45.6947249994633, -0.323361",NO2,µg/m³,11.9,2019-06-03T10:00:00+02:00,France
Meuse,"48.5492988706458, 5.46068793225859",NO2,µg/m³,6.0,2019-05-02T13:00:00+02:00,France
Paris,"48.8594439994682, 2.351111",PM10,µg/m³,23.65,2018-04-25T02:00:00+02:00,France
Indre,"47.1699999994648, 1.409444",O3,µg/m³,68.23,2018-04-25T02:00:00+02:00,France
Eure-et-Loir,"48.4379689994672, 1.470575",NO2,µg/m³,6.75,2018-04-25T02:00:00+02:00,France
Nord,"50.3666639994728, 3.082778",O3,µg/m³,63.85,2018-04-25T02:00:00+02:00,France
Nord,"50.0930799994718, 3.850003",O3,µg/m³,42.38,2018-04-25T02:00:00+02:00,France
Nord,"50.0930799994718, 3.850003",PM10,µg/m³,18.03,2018-04-25T02:00:00+02:00,France
Nord,"50.6294439994737, 3.090833",NO2,µg/m³,6.8,2018-04-25T02:00:00+02:00,France
AIR PACA,"43.4197376712764, 5.21277986330012",PM10,µg/m³,19.5,2017-07-18T22:00:00+02:00,France
AIR NORMAND,"49.0202023170884, 1.13871343730275",NO2,µg/m³,83.75,2016-12-05T18:00:00+01:00,France
Saône-et-Loire,"46.6666401423631, 4.36666568034079",NO2,µg/m³,3.4,2023-02-27T06:00:00+01:00,France
Doubs,"47.2359956368621, 6.02360822189925",NO2,µg/m³,11.6,2023-02-27T06:00:00+01:00,France
Pas-de-Calais,"50.7482369340289, 2.25978396242539",PM10,µg/m³,9.1,2023-02-27T06:00:00+01:00,France
Côtes-d'Armor,"48.5134875186338, -2.74952748902167",PM10,µg/m³,9.9,2023-02-27T05:00:00+01:00,France
Nord,"51.0244512162806, 2.30214851122446",SO2,µg/m³,0.5,2023-02-27T06:00:00+01:00,France
Bouches-du-Rhône,"43.4166709354131, 5.04305217351858",O3,µg/m³,40.9,2023-02-27T06:00:00+01:00,France
Aube,"48.3016728842391, 4.07694103490656",PM10,µg/m³,6.1,2023-01-09T14:00:00+01:00,France
Pas-de-Calais,"50.3088728068236, 2.80737001016612",NO2,µg/m³,10.7,2023-02-27T06:00:00+01:00,France
Gironde,"44.9003038561871, -0.514722081386508",NO2,µg/m³,0.4,2023-02-27T06:00:00+01:00,France
Haute-Garonne,"43.6236195829158, 1.43860701175321",PM2.5,µg/m³,3.4,2023-02-27T06:00:00+01:00,France
Nord,"50.0922657335736, 3.85002659413797",O3,µg/m³,46.9,2023-02-27T06:00:00+01:00,France
Nord,"50.3227545101591, 3.39592821801555",NO2,µg/m³,12.9,2023-02-27T06:00:00+01:00,France
Hautes-Pyrénées,"43.0969481158716, -0.0388889669648182",NO2,µg/m³,5.1,2023-02-27T06:00:00+01:00,France
Loire,"45.4817833259067, 4.42966453121609",NO2,µg/m³,3.2,2023-02-27T06:00:00+01:00,France
Doubs,"47.2474002555546, 6.01541558650808",PM10,µg/m³,3.5,2023-02-27T05:00:00+01:00,France
Rhône,"45.7352883837178, 4.82979212506861",PM2.5,µg/m³,3.1,2023-02-27T06:00:00+01:00,France
Drôme,"44.9335095989709, 4.89348267871268",PM10,µg/m³,5.1,2023-02-27T06:00:00+01:00,France
Vienne,"46.5839094193576, 0.34555583865754",PM2.5,µg/m³,4.7,2023-02-27T06:00:00+01:00,France
Corrèze,"45.260022389241, 1.75999727095265",O3,µg/m³,64.1,2023-02-27T06:00:00+01:00,France
Pas-de-Calais,"50.610484351663, 1.99144820390604",PM10,µg/m³,6.4,2023-02-27T06:00:00+01:00,France
Pas-de-Calais,"50.610484351663, 1.99144820390604",PM2.5,µg/m³,4.7,2023-02-27T06:00:00+01:00,France
Côte-d'Or,"47.340253323593, 5.05833251650146",PM10,µg/m³,4.6,2023-02-27T05:00:00+01:00,France
Puy-de-Dôme,"45.7804142112275, 3.11159346428604",NO2,µg/m³,7.1,2023-02-27T06:00:00+01:00,France
Isère,"45.3677929543811, 4.80515133682521",NO2,µg/m³,4.8,2023-02-27T06:00:00+01:00,France
Puy-de-Dôme,"45.7757153069085, 3.09625023923328",NO2,µg/m³,6.5,2023-02-27T06:00:00+01:00,France
Haute-Savoie,"45.9236343183621, 6.71361317478429",NO2,µg/m³,13.6,2023-02-27T06:00:00+01:00,France
Dordogne,"45.1897286682993, 0.727222155106117",O3,µg/m³,76.9,2023-02-26T19:00:00+01:00,France
Pas-de-Calais,"50.949863820006, 1.76916907000351",PM10,µg/m³,11.7,2023-02-27T06:00:00+01:00,France
Haute-Garonne,"43.4413961476087, 1.82194509294553",O3,µg/m³,59.3,2023-02-27T06:00:00+01:00,France
Alpes-de-Haute-Provence,"43.8353015894571, 5.78583314934565",NO2,µg/m³,5.5,2023-02-27T06:00:00+01:00,France
Seine-Maritime,"49.4424377204107, 1.09368987526268",O3,µg/m³,51.8,2023-02-27T06:00:00+01:00,France
Indre,"46.7982789812207, 1.69312668120279",PM2.5,µg/m³,4.8,2023-02-27T06:00:00+01:00,France
Indre-et-Loire,"47.3946463856954, 0.704872969152508",PM10,µg/m³,6.7,2023-02-27T05:00:00+01:00,France
Loiret,"47.9070790612744, 1.90114056839351",NO2,µg/m³,7.9,2023-02-27T06:00:00+01:00,France
Sainte-Luce,"14.4688323314949, -60.9274256616508",PM2.5,µg/m³,3.1,2023-02-27T06:00:00+01:00,France
Paris,"48.8688664798191, 2.31194014782137",NO2,µg/m³,17.7,2023-02-27T06:00:00+01:00,France
Val-de-Marne,"48.7757726857746, 2.37580138136942",O3,µg/m³,51.4,2023-02-27T06:00:00+01:00,France
Seine-Saint-Denis,"48.9038944616054, 2.38470368583505",NO2,µg/m³,19.4,2023-02-27T06:00:00+01:00,France
Seine-Saint-Denis,"48.9038944616054, 2.38470368583505",SO2,µg/m³,0.0,2021-01-04T14:00:00+01:00,France
Vaucluse,"43.9497553662994, 4.80507947160248",PM10,µg/m³,4.9,2023-02-27T06:00:00+01:00,France
Bouches-du-Rhône,"43.5302972250095, 5.44138313680286",NO2,µg/m³,14.7,2023-02-27T06:00:00+01:00,France
Bouches-du-Rhône,"43.2831503020971, 5.51208953281591",O3,µg/m³,23.4,2023-02-27T06:00:00+01:00,France
Haute-Savoie,"46.193673253211, 6.21485954588829",NO2,µg/m³,5.4,2023-02-27T06:00:00+01:00,France
Meurthe-et-Moselle,"48.6214988017221, 6.19492592973368",PM10,µg/m³,2.9,2023-02-27T05:00:00+01:00,France
Moselle,"49.1874042196733, 6.91086524487126",O3,µg/m³,63.4,2023-02-27T04:00:00+01:00,France
Reunion,"-20.8847369878067, 55.4538109724538",PM10,µg/m³,12.6,2023-02-27T03:00:00+01:00,France
Loire-Atlantique,"47.2641063324592, -2.24985757853587",PM2.5,µg/m³,6.3,2023-02-27T03:00:00+01:00,France
Haute-Garonne,"43.8038660397722, 1.59583015277981",PM10,µg/m³,5.8,2023-02-27T02:00:00+01:00,France
Moselle,"49.3374220101988, 6.08207058058974",SO2,µg/m³,2.7,2019-10-30T14:00:00+01:00,France
Calvados,"49.1752491940393, -0.35361103181024",CO,µg/m³,30.5,2017-12-31T19:00:00+01:00,France
Ille-et-Vilaine,"48.0896957195876, -1.65902663301761",PM2.5,µg/m³,10.9,2022-12-14T15:00:00+01:00,France
Ille-et-Vilaine,"48.0896957195876, -1.65902663301761",O3,µg/m³,109.25,2017-07-18T17:00:00+02:00,France
Deux-Sèvres,"46.8243469167798, -0.135460554953519",PM10,µg/m³,29.2,2021-10-07T11:00:00+02:00,France
Moselle,"49.1688475216756, 6.21266765659504",PM10,µg/m³,1.5,2019-09-25T14:00:00+02:00,France
Loiret,"47.9979271894844, 2.71951477537923",NO2,µg/m³,9.1,2020-12-14T13:00:00+01:00,France
Bas-Rhin,"48.5703749994675, 7.766331",PM2.5,µg/m³,17.5,2020-06-03T09:00:00+02:00,France
Bouches-du-Rhône,"43.4572219994639, 5.244303",SO2,µg/m³,1.2,2020-02-18T10:00:00+01:00,France
Charente,"45.6947249994633, -0.323361",SO2,µg/m³,1.9,2019-06-03T10:00:00+02:00,France
Nord,"50.3585599994727, 3.50793",PM10,µg/m³,9.2,2018-04-25T02:00:00+02:00,France
Indre-et-Loire,"47.4193389994652, 0.684139",NO2,µg/m³,5.18,2018-04-25T02:00:00+02:00,France
Nord,"50.1752779994721, 3.234167",PM2.5,µg/m³,4.7,2018-04-25T02:00:00+02:00,France
Loiret,"47.9180779994661, 1.966347",PM2.5,µg/m³,8.3,2018-04-25T02:00:00+02:00,France
Nord,"51.0191639994752, 2.250833",PM10,µg/m³,13.03,2018-04-25T02:00:00+02:00,France
Moselle,"49.2713919994693, 6.1325",PM10,µg/m³,2.0,2018-04-11T07:00:00+02:00,France
Savoie,"45.2525809994632, 6.397014",PM10,µg/m³,14.6,2018-02-13T08:00:00+01:00,France
Loire,"45.4211999994632, 4.411978",NO2,µg/m³,65.63,2018-02-01T09:00:00+01:00,France
ATMO HAUTS DE FRANCE,"50.9959649491633, 2.36627025620491",PM2.5,µg/m³,8.8,2017-07-17T20:00:00+02:00,France
AIR NORMAND,"49.4414447487293, 1.08265856357369",CO,µg/m³,0.0,2016-12-05T18:00:00+01:00,France
Loire,"45.4200881308329, 4.39542075258545",SO2,µg/m³,0.0,2016-12-05T02:00:00+01:00,France
Hérault,"43.6099621683997, 3.89860748470315",PM2.5,µg/m³,6.2,2023-02-27T06:00:00+01:00,France
Bouches-du-Rhône,"43.4022486696243, 4.98221826247801",PM2.5,µg/m³,5.4,2023-02-27T05:00:00+01:00,France
Ardennes,"49.7452850616382, 4.71916459782929",NO2,µg/m³,6.6,2023-02-27T06:00:00+01:00,France
Aube,"48.3016728842391, 4.07694103490656",NO2,µg/m³,5.9,2023-02-27T06:00:00+01:00,France
Somme,"49.9025136027366, 2.30460091195011",PM10,µg/m³,9.7,2023-02-27T06:00:00+01:00,France
Calvados,"49.1516940080611, -0.352778293541861",PM10,µg/m³,9.1,2023-02-27T05:00:00+01:00,France
Nord,"50.3227545101591, 3.39592821801555",SO2,µg/m³,3.33,2017-07-18T22:00:00+02:00,France
Meurthe-et-Moselle,"48.6569370294502, 6.13602339655396",O3,µg/m³,62.0,2023-02-27T06:00:00+01:00,France
Bas-Rhin,"48.8572835390584, 7.31417287482956",O3,µg/m³,70.0,2023-02-27T06:00:00+01:00,France
Nord,"50.3642606948305, 3.52273440352186",CO,µg/m³,306.7,2017-05-30T12:00:00+02:00,France
Jura,"46.671325047904, 5.55680766765938",O3,µg/m³,63.0,2023-02-27T06:00:00+01:00,France
Gironde,"44.8005714966263, -0.588056049605605",NO2,µg/m³,5.8,2023-02-27T06:00:00+01:00,France
Nord,"50.378240795397, 3.06586023317151",PM10,µg/m³,1.2,2022-06-14T10:00:00+02:00,France
Haut-Rhin,"47.7476802263183, 7.32136838025535",CO,µg/m³,123.0,2023-02-27T06:00:00+01:00,France
Isère,"45.2796839983541, 5.88220441302599",PM2.5,µg/m³,12.9,2023-02-27T06:00:00+01:00,France
Meuse,"49.0658373075805, 5.78555467160757",PM10,µg/m³,7.7,2023-02-27T05:00:00+01:00,France
Dordogne,"45.1897286682993, 0.727222155106117",PM10,µg/m³,5.0,2023-02-27T06:00:00+01:00,France
Landes,"43.7047196490079, -1.03861416519331",O3,µg/m³,60.8,2023-02-27T06:00:00+01:00,France
Somme,"49.8688854647733, 2.23980543050657",NO2,µg/m³,7.7,2023-02-27T06:00:00+01:00,France
Somme,"49.8688854647733, 2.23980543050657",PM10,µg/m³,20.0,2023-02-27T02:00:00+01:00,France
Reunion,"-20.9032842724237, 55.4683636800565",O3,µg/m³,17.7,2023-02-27T06:00:00+01:00,France
Eure-et-Loir,"48.4444108249153, 1.51014884098049",PM2.5,µg/m³,5.3,2023-02-27T06:00:00+01:00,France
Martinique,"14.6137845116798, -61.063520427195",NO2,µg/m³,3.1,2023-02-27T06:00:00+01:00,France
Seine-et-Marne,"48.5280649624323, 2.65361436613623",NO2,µg/m³,18.0,2023-02-27T06:00:00+01:00,France
Hautes-Alpes,"44.5552221289565, 6.07306047829002",NO2,µg/m³,5.2,2023-02-27T06:00:00+01:00,France
Alpes-Maritimes,"43.6892619053736, 7.24208307327896",NO2,µg/m³,16.1,2023-02-27T06:00:00+01:00,France
Ille-et-Vilaine,"48.1086536280958, -1.66576399764851",PM2.5,µg/m³,3.6,2023-02-27T06:00:00+01:00,France
Seine-et-Marne,"48.5413892399596, 2.66138479334386",NO2,µg/m³,6.1,2023-02-27T06:00:00+01:00,France
Seine-Maritime,"49.5001706998316, 0.110903310031544",PM2.5,µg/m³,3.0,2023-02-27T05:00:00+01:00,France
Alpes-Maritimes,"43.6860789340896, 7.21194459549675",O3,µg/m³,69.7,2023-02-27T06:00:00+01:00,France
Seine-Saint-Denis,"48.9555351245183, 2.575281273361",NO2,µg/m³,12.2,2023-02-27T06:00:00+01:00,France
Pyrénées-Orientales,"42.7198043907455, 2.83987105714557",O3,µg/m³,68.6,2023-02-27T05:00:00+01:00,France
Rhône,"45.6638900806203, 4.84589891811287",SO2,µg/m³,9.1,2023-02-27T01:00:00+01:00,France
Haute-Corse,"42.2360870106484, 9.19003485112794",PM10,µg/m³,12.4,2023-02-27T05:00:00+01:00,France
Loire-Atlantique,"47.2831838325302, -1.78316482213009",PM10,µg/m³,13.8,2023-02-06T08:00:00+01:00,France
Sarthe,"47.9889096855444, 0.195982750590504",NO2,µg/m³,13.7,2023-02-27T03:00:00+01:00,France
Loire-Atlantique,"47.2225142859138, -1.53750254138193",O3,µg/m³,59.7,2023-02-27T03:00:00+01:00,France
Moselle,"49.1250708052828, 6.18121763849802",NO2,µg/m³,8.6,2023-02-27T01:00:00+01:00,France
Loire-Atlantique,"47.2043914135194, -1.552827800129",PM10,µg/m³,-0.1,2021-06-01T03:00:00+02:00,France
Vosges,"48.1936381827849, 5.93722622417831",PM10,µg/m³,10.4,2021-01-19T14:00:00+01:00,France
Gard,"44.0535311975936, 4.69736248588371",PM2.5,µg/m³,5.5,2021-01-18T02:00:00+01:00,France
Deux-Sèvres,"46.3295859994638, -0.458889",NO2,µg/m³,11.7,2020-01-22T07:00:00+01:00,France
Charente,"45.6088219994633, 0.099722",NO2,µg/m³,13.0,2020-01-13T11:00:00+01:00,France
Haute-Vienne,"45.8310999994634, 1.256875",PM10,µg/m³,11.1,2019-01-02T10:00:00+01:00,France
Corse-du-Sud,"41.9181719994661, 8.7365",NO2,µg/m³,9.9,2018-12-31T05:00:00+01:00,France
Saône-et-Loire,"46.7972219994643, 4.853889",O3,µg/m³,117.18,2018-07-18T14:00:00+02:00,France
Cher,"47.0826499994647, 2.404492",NO2,µg/m³,7.23,2018-04-25T02:00:00+02:00,France
Loiret,"47.905982999466, 1.900361",NO2,µg/m³,14.15,2018-04-25T02:00:00+02:00,France
Pas-de-Calais,"50.4494559994731, 2.9",PM10,µg/m³,7.9,2018-04-25T02:00:00+02:00,France
Nord,"50.7254499994741, 3.159958",PM10,µg/m³,10.5,2018-04-25T02:00:00+02:00,France
Rhône,"45.9863829994635, 4.719281",O3,µg/m³,0.05,2017-12-19T08:00:00+01:00,France
AIR PACA,"43.4197376712764, 5.21277986330012",SO2,µg/m³,0.0,2017-07-18T22:00:00+02:00,France
ATMO AUVERGNE,"46.5618635984186, 3.3310878208078",O3,µg/m³,3.75,2016-12-01T21:00:00+01:00,France
Drôme,"44.5694309830826, 5.27896773343405",NO2,µg/m³,2.8,2023-02-27T06:00:00+01:00,France
Drôme,"44.8702622204614, 4.87628892417463",O3,µg/m³,57.1,2023-02-27T06:00:00+01:00,France
Charente-Maritime,"46.1351274855708, -1.11704607264978",NO2,µg/m³,7.1,2023-02-27T06:00:00+01:00,France
Rhône,"45.7577305095241, 4.85421731764382",PM10,µg/m³,5.0,2023-02-27T06:00:00+01:00,France
Hérault,"43.5915522696866, 3.88689345339823",O3,µg/m³,50.1,2023-02-27T06:00:00+01:00,France
Haute-Garonne,"43.587192917729, 1.44388910562383",PM10,µg/m³,6.4,2023-02-27T06:00:00+01:00,France
Bouches-du-Rhône,"43.4588738424815, 4.93416737793045",NO2,µg/m³,16.4,2019-12-19T12:00:00+01:00,France
Nord,"51.0194221752014, 2.25098945579386",SO2,µg/m³,1.9,2023-02-27T06:00:00+01:00,France
Bouches-du-Rhône,"43.4374825389185, 4.94360867156655",SO2,µg/m³,0.6,2023-02-27T06:00:00+01:00,France
Haute-Marne,"48.6458392908865, 4.96611146943374",PM2.5,µg/m³,2.4,2023-02-27T06:00:00+01:00,France
Marne,"49.2507146918556, 4.02306008416507",NO2,µg/m³,18.5,2023-02-27T06:00:00+01:00,France
Aube,"48.3016728842391, 4.07694103490656",SO2,µg/m³,2.3,2019-09-30T12:00:00+02:00,France
Gard,"43.925368232751, 4.26581182339269",O3,µg/m³,46.4,2023-02-27T06:00:00+01:00,France
Vosges,"48.0510983887634, 7.01111723057899",NO2,µg/m³,2.2,2023-02-27T06:00:00+01:00,France
Pas-de-Calais,"50.4897047413789, 2.66642434208777",PM10,µg/m³,11.9,2023-02-27T02:00:00+01:00,France
Haute-Garonne,"43.0944554603603, 0.74472223515605",SO2,µg/m³,0.0,2023-02-27T06:00:00+01:00,France
Bas-Rhin,"48.4930125168175, 7.12980264591687",NO2,µg/m³,2.8,2023-02-27T06:00:00+01:00,France
Ain,"46.2116413286108, 5.22638933985453",PM2.5,µg/m³,3.7,2023-02-27T06:00:00+01:00,France
Isère,"45.6082391731948, 5.27087391272413",PM10,µg/m³,4.0,2023-02-27T02:00:00+01:00,France
Cantal,"45.1047035126075, 3.27735958366462",O3,µg/m³,68.0,2023-02-27T06:00:00+01:00,France
Gironde,"44.8005714966263, -0.588056049605605",O3,µg/m³,52.6,2023-02-27T06:00:00+01:00,France
Nièvre,"47.2750173101874, 4.09832992182145",PM10,µg/m³,4.0,2023-02-27T05:00:00+01:00,France
Isère,"45.0795264567106, 5.72865538151144",NO2,µg/m³,11.7,2023-02-27T06:00:00+01:00,France
Jura,"47.1472363891419, 5.5561159648906",SO2,µg/m³,0.0,2023-02-27T06:00:00+01:00,France
Meuse,"49.0658373075805, 5.78555467160757",O3,µg/m³,61.0,2023-02-27T06:00:00+01:00,France
Savoie,"45.5647352384336, 5.92833290286553",O3,µg/m³,73.0,2023-02-06T14:00:00+01:00,France
Bas-Rhin,"48.6103338700684, 7.78162919922683",PM10,µg/m³,7.9,2023-02-27T06:00:00+01:00,France
Bas-Rhin,"48.5904327918195, 7.7449869187876",SO2,µg/m³,2.7,2018-09-28T10:00:00+02:00,France
Somme,"50.1294237654576, 1.6108320180246",PM10,µg/m³,13.5,2023-02-27T02:00:00+01:00,France
Pyrénées-Atlantiques,"43.3108061209975, -0.39111120334581",PM10,µg/m³,8.8,2023-02-27T06:00:00+01:00,France
Indre-et-Loire,"47.4190867299515, 0.68294060149073",PM10,µg/m³,10.5,2021-01-07T14:00:00+01:00,France
Loir-et-Cher,"47.5945165359368, 1.30173969506476",O3,µg/m³,60.9,2023-02-27T06:00:00+01:00,France
Cher,"46.8148188300394, 2.61008200746779",O3,µg/m³,60.1,2023-02-27T06:00:00+01:00,France
Martinique,"14.6780998386226, -60.9391037603444",PM10,µg/m³,7.3,2023-02-27T06:00:00+01:00,France
Sainte-Luce,"14.4688323314949, -60.9274256616508",PM10,µg/m³,6.4,2023-02-27T06:00:00+01:00,France
Seine-Saint-Denis,"48.9038944616054, 2.38470368583505",CO,µg/m³,210.0,2021-01-04T14:00:00+01:00,France
Paris,"48.8379529715682, 2.40805988322215",NO2,µg/m³,18.1,2023-02-27T06:00:00+01:00,France
Nord,"50.9959079994751, 2.365994",O3,µg/m³,47.0,2022-11-15T14:00:00+01:00,France
Aisne,"49.851338603768, 3.28399813361426",PM10,µg/m³,11.1,2023-02-27T02:00:00+01:00,France
Haut-Rhin,"47.7574645001881, 7.34729375935504",PM10,µg/m³,2.9,2023-02-27T05:00:00+01:00,France
Saint-Pierre,"-21.3344236402583, 55.4590212011017",PM10,µg/m³,5.9,2023-02-27T02:00:00+01:00,France
Reunion,"-20.8847369878067, 55.4538109724538",PM2.5,µg/m³,4.9,2023-02-27T03:00:00+01:00,France
Sarthe,"47.9218903756764, 0.151825164484324",O3,µg/m³,56.7,2023-02-27T03:00:00+01:00,France
Loire-Atlantique,"47.2641063324592, -2.24985757853587",NO2,µg/m³,2.1,2023-02-27T03:00:00+01:00,France
Guadeloupe,"16.256102565157, -61.5902925098026",O3,µg/m³,29.7,2023-02-26T22:00:00+01:00,France
Loiret,"47.9979271894844, 2.71951477537923",O3,µg/m³,37.1,2020-12-14T13:00:00+01:00,France
Moselle,"49.1311139994689, 6.207225",NO2,µg/m³,69.5,2020-03-24T15:00:00+01:00,France
Meuse,"48.5492988706458, 5.46068793225859",PM10,µg/m³,93.2,2019-04-18T14:00:00+02:00,France
Puy-de-Dôme,"45.8941939994635, 3.115056",NO2,µg/m³,6.68,2018-08-23T14:00:00+02:00,France
Doubs,"47.2973199058325, 6.05191413650185",O3,µg/m³,20.03,2018-08-11T04:00:00+02:00,France
Finistère,"47.9958299994662, -4.09944",PM10,µg/m³,23.73,2018-04-25T16:00:00+02:00,France
Martinique,"14.6661999997358, -61.1501",O3,µg/m³,44.38,2018-04-25T06:00:00+02:00,France
Nord,"51.0112059994752, 2.293056",NO2,µg/m³,5.13,2018-04-25T02:00:00+02:00,France
Paris,"48.8594439994682, 2.351111",NO2,µg/m³,14.75,2018-04-25T02:00:00+02:00,France
Eure-et-Loir,"48.4379689994672, 1.470575",PM2.5,µg/m³,17.1,2018-04-25T02:00:00+02:00,France
Nord,"50.2783359994725, 3.973611",PM10,µg/m³,13.3,2018-04-25T02:00:00+02:00,France
Nord,"50.1752779994721, 3.234167",PM10,µg/m³,10.3,2018-04-25T02:00:00+02:00,France
Nord,"50.3274999994726, 3.4",NO2,µg/m³,8.78,2018-04-25T02:00:00+02:00,France
Loiret,"47.9180779994661, 1.966347",NO2,µg/m³,9.93,2018-04-25T02:00:00+02:00,France
Nord,"51.0191639994752, 2.250833",SO2,µg/m³,4.65,2018-04-25T02:00:00+02:00,France
Rhône,"45.6995329994633, 4.829694",SO2,µg/m³,3.1,2018-01-19T08:00:00+01:00,France
Marne,"49.3491275183707, 4.06959281588246",NO2,µg/m³,15.18,2018-01-05T13:00:00+01:00,France
Puy-de-Dôme,"45.5449339994633, 3.247649",PM10,µg/m³,22.5,2017-12-20T10:00:00+01:00,France
Hérault,"43.4282193232058, 3.6035558296341",NO2,µg/m³,40.23,2017-12-08T07:00:00+01:00,France
AIR PACA,"43.361116575414, 5.05833251650145",SO2,µg/m³,0.25,2017-03-28T18:00:00+02:00,France
Savoie,"45.569451889306, 5.93298617603727",NO2,µg/m³,22.9,2023-02-27T06:00:00+01:00,France
Drôme,"44.8702622204614, 4.87628892417463",NO2,µg/m³,6.5,2023-02-27T06:00:00+01:00,France
Loire,"45.4200881308329, 4.39542075258545",NO2,µg/m³,8.6,2023-02-27T06:00:00+01:00,France
