City,Coordinates,Pollutant,Unit,Value,Last Updated,Country Label
Ain,"46.2116413286108, 5.22638933985453",NO2,µg/m³,1.4,2023-02-27T06:00:00+01:00,France
Somme,"49.8772223332028, 2.28250235596077",PM2.5,µg/m³,5.8,2023-02-27T06:00:00+01:00,France
Marne,"48.7266129231085, 4.5947838635901",O3,µg/m³,66.3,2023-02-27T06:00:00+01:00,France
Moselle,"49.1102543561084, 6.22333964217038",NO2,µg/m³,10.6,2023-02-27T06:00:00+01:00,France
Saône-et-Loire,"46.7824722190452, 4.84726435734473",PM10,µg/m³,102.1,2023-02-27T05:00:00+01:00,France
Isère,"45.1828274824302, 5.75309854039233",NO2,µg/m³,14.8,2023-02-27T06:00:00+01:00,France
Puy-de-Dôme,"45.7757153069085, 3.09625023923328",PM2.5,µg/m³,1.2,2023-02-27T06:00:00+01:00,France
Isère,"45.3196184389656, 4.77286588551395",NO2,µg/m³,2.4,2023-02-27T06:00:00+01:00,France
Bas-Rhin,"48.5904327918195, 7.7449869187876",CO,µg/m³,164.0,2019-07-17T10:00:00+02:00,France
Haute-Vienne,"45.8900054295449, 0.900004116853666",O3,µg/m³,63.6,2023-02-27T06:00:00+01:00,France
Savoie,"45.2747219994632, 6.349722",SO2,µg/m³,5.3,2022-12-22T17:00:00+01:00,France
Drôme,"45.0424700107563, 5.04430083176351",PM10,µg/m³,5.3,2023-02-27T06:00:00+01:00,France
Gers,"43.8836216935053, 0.845000272007028",O3,µg/m³,57.5,2023-02-27T06:00:00+01:00,France
Nord,"50.5977132502316, 3.04945699608349",O3,µg/m³,41.3,2023-02-27T06:00:00+01:00,France
Eure-et-Loir,"48.760911372973, 1.2336473965285",NO2,µg/m³,17.1,2023-02-27T06:00:00+01:00,France
Indre-et-Loire,"47.3441490981312, 0.653775897476505",PM2.5,µg/m³,4.2,2023-02-27T06:00:00+01:00,France
Indre-et-Loire,"47.3946463856954, 0.704872969152508",CO,µg/m³,35.0,2022-04-04T12:00:00+02:00,France
Martinique,"14.6107421035951, -61.0026146509316",O3,µg/m³,6.8,2023-02-27T06:00:00+01:00,France
Paris,"48.8386033565984, 2.41278502161662",NO2,µg/m³,44.2,2023-02-27T06:00:00+01:00,France
Bouches-du-Rhône,"43.3060996358468, 5.39579363613379",NO2,µg/m³,12.6,2023-02-27T06:00:00+01:00,France
Seine-Maritime,"49.5289242164163, 0.35873322556029",O3,µg/m³,52.6,2023-02-27T06:00:00+01:00,France
Seine-et-Marne,"48.5413892399596, 2.66138479334386",O3,µg/m³,54.9,2023-02-27T06:00:00+01:00,France
Seine-Maritime,"49.4005402179295, 1.09882823868784",O3,µg/m³,35.8,2023-02-27T06:00:00+01:00,France
Seine-Maritime,"49.4982939994699, 0.758833",PM2.5,µg/m³,4.0,2023-02-27T05:00:00+01:00,France
Seine-Maritime,"49.4982939994699, 0.758833",NO2,µg/m³,4.9,2023-02-27T06:00:00+01:00,France
Bouches-du-Rhône,"43.510559975903, 5.21972384044637",PM10,µg/m³,18.6,2020-01-15T14:00:00+01:00,France
Bouches-du-Rhône,"43.3995726680061, 5.11471976688564",SO2,µg/m³,2.1,2022-01-07T02:00:00+01:00,France
Aisne,"49.851338603768, 3.28399813361426",PM2.5,µg/m³,4.2,2023-02-27T02:00:00+01:00,France
Rhône,"45.6638900806203, 4.84589891811287",NO2,µg/m³,14.0,2018-01-18T10:00:00+01:00,France
Cher,"47.0828022774875, 2.40532900475843",PM10,µg/m³,4.8,2023-02-27T05:00:00+01:00,France
Reunion,"-20.8847369878067, 55.4538109724538",NO2,µg/m³,9.5,2023-02-27T04:00:00+01:00,France
Reunion,"-21.2943375423482, 55.6279044745161",PM10,µg/m³,6.1,2023-02-27T02:00:00+01:00,France
Reunion,"-21.2048366772925, 55.5826293841965",PM10,µg/m³,3.3,2023-02-27T02:00:00+01:00,France
Loire-Atlantique,"47.2861088473404, -2.03228561672212",SO2,µg/m³,1.3,2023-02-27T03:00:00+01:00,France
Loire-Atlantique,"47.2527662854558, -1.57333633806545",NO2,µg/m³,5.5,2023-02-27T03:00:00+01:00,France
Bouches-du-Rhône,"43.6755544389705, 4.62861441719004",PM2.5,µg/m³,17.3,2023-02-25T06:00:00+01:00,France
Bouches-du-Rhône,"43.6755544389705, 4.62861441719004",O3,µg/m³,39.0,2023-02-25T06:00:00+01:00,France
Bouches-du-Rhône,"43.6755544389705, 4.62861441719004",PM10,µg/m³,25.5,2023-02-25T06:00:00+01:00,France
Moselle,"49.1953885052283, 6.95744289235285",O3,µg/m³,96.0,2020-02-10T15:00:00+01:00,France
Moselle,"49.2203897661785, 6.92583117750469",PM10,µg/m³,0.4,2023-01-17T08:00:00+01:00,France
Rhône,"45.7078189856086, 4.86440421296573",SO2,µg/m³,0.1,2018-01-19T01:00:00+01:00,France
Ille-et-Vilaine,"48.0896957195876, -1.65902663301761",PM10,µg/m³,8.2,2022-06-14T05:00:00+02:00,France
Deux-Sèvres,"46.8243469167798, -0.135460554953519",SO2,µg/m³,0.5,2021-10-07T11:00:00+02:00,France
Deux-Sèvres,"46.8243469167798, -0.135460554953519",O3,µg/m³,33.4,2021-10-07T11:00:00+02:00,France
Moselle,"49.3247183840929, 6.07610576710319",PM10,µg/m³,19.9,2021-01-01T01:00:00+01:00,France
AIR BREIZH,"47.8319337214448, -1.83632712064428",PM2.5,µg/m³,13.6,2019-12-03T14:00:00+01:00,France
Finistère,"48.4090559994671, -4.475106",NO2,µg/m³,17.0,2017-05-17T09:00:00+02:00,France
AIRPARIF,"48.8589975104964, 2.35099889637488",CO,µg/m³,166.0,2019-09-23T10:00:00+02:00,France
AIR BREIZH,"48.654741414049, -1.99613740968915",O3,µg/m³,50.78,2018-06-21T08:00:00+02:00,France
Paris,"48.8594439994682, 2.351111",PM2.5,µg/m³,15.3,2018-04-25T02:00:00+02:00,France
Loir-et-Cher,"47.5946059994655, 1.303647",NO2,µg/m³,4.6,2018-04-25T02:00:00+02:00,France
Pas-de-Calais,"50.6938919994739, 1.576389",O3,µg/m³,69.15,2018-04-25T02:00:00+02:00,France
Savoie,"45.2525809994632, 6.397014",SO2,µg/m³,13.23,2018-01-25T11:00:00+01:00,France
Loire,"45.4211999994632, 4.411978",PM2.5,µg/m³,6.05,2018-02-01T09:00:00+01:00,France
Nord,"51.0513889994753, 2.423056",PM2.5,µg/m³,2.53,2018-04-25T02:00:00+02:00,France
Gironde,"44.8413889994632, -0.579722",NO2,µg/m³,51.8,2018-01-23T08:00:00+01:00,France
Rhône,"45.9863829994635, 4.719281",PM2.5,µg/m³,19.13,2017-12-19T10:00:00+01:00,France
Hérault,"43.4282193232058, 3.6035558296341",PM2.5,µg/m³,25.2,2017-12-07T07:00:00+01:00,France
AIR BREIZH,"48.1075139513805, -1.67984059815066",NO2,µg/m³,43.63,2017-07-18T17:00:00+02:00,France
ORA,"-20.9985861312403, 55.2806157856755",PM10,µg/m³,30.6,2017-07-17T11:00:00+02:00,France
AIR BREIZH,"48.347485698642, -1.20222432789",NO2,µg/m³,4.78,2017-06-30T09:00:00+02:00,France
AIR NORMAND,"49.4414447487293, 1.08265856357369",NO2,µg/m³,58.5,2016-12-05T18:00:00+01:00,France
Haute-Savoie,"46.0722194476777, 5.82083151281495",PM2.5,µg/m³,4.5,2023-02-27T06:00:00+01:00,France
Rhône,"45.7577305095241, 4.85421731764382",O3,µg/m³,58.6,2023-02-27T06:00:00+01:00,France
Hérault,"43.5915522696866, 3.88689345339823",PM2.5,µg/m³,2.9,2023-02-27T06:00:00+01:00,France
Allier,"46.6526446514876, 3.60066325441923",PM10,µg/m³,2.6,2023-02-27T06:00:00+01:00,France
Seine-Maritime,"49.5027376236243, 0.2324857921607",NO2,µg/m³,4.1,2023-02-27T06:00:00+01:00,France
Alpes-Maritimes,"43.7933622306242, 7.33139357882613",PM10,µg/m³,7.7,2023-02-27T06:00:00+01:00,France
Haute-Garonne,"43.6430597871857, 1.46764954488879",PM10,µg/m³,13.3,2022-07-27T09:00:00+02:00,France
Gironde,"44.9003038561871, -0.514722081386508",PM2.5,µg/m³,3.5,2023-02-27T05:00:00+01:00,France
Moselle,"49.3583143914495, 6.15694515952111",SO2,µg/m³,5.0,2019-08-27T10:00:00+02:00,France
Pyrénées-Atlantiques,"43.376111, -0.536944",O3,µg/m³,52.0,2023-02-27T06:00:00+01:00,France
Oise,"49.2595681690121, 2.47440046695438",NO2,µg/m³,15.1,2023-02-27T06:00:00+01:00,France
Rhône,"45.7789106049275, 4.92469913483583",PM2.5,µg/m³,1.9,2023-02-27T05:00:00+01:00,France
Isère,"45.6082391731948, 5.27087391272413",NO2,µg/m³,9.0,2023-02-27T06:00:00+01:00,France
Jura,"46.671325047904, 5.55680766765938",PM2.5,µg/m³,7.9,2023-02-27T05:00:00+01:00,France
Meurthe-et-Moselle,"48.5848471999281, 6.48389599032925",CO,µg/m³,242.0,2019-08-09T13:00:00+02:00,France
Ain,"45.8232499457644, 4.95395726363961",O3,µg/m³,59.5,2023-02-27T06:00:00+01:00,France
Rhône,"45.6018917117774, 4.80219587954046",PM2.5,µg/m³,2.3,2023-02-27T06:00:00+01:00,France
Nord,"50.6700180248232, 3.07655916820538",NO2,µg/m³,23.25,2017-07-18T22:00:00+02:00,France
Isère,"45.4608687180178, 5.18107831692355",O3,µg/m³,66.0,2023-02-27T06:00:00+01:00,France
Isère,"45.4545046018544, 4.76652377960807",NO2,µg/m³,4.4,2023-02-27T06:00:00+01:00,France
Gironde,"45.0122487032917, -0.528333354571487",O3,µg/m³,60.6,2023-02-27T06:00:00+01:00,France
Isère,"45.2796839983541, 5.88220441302599",O3,µg/m³,28.6,2023-02-27T06:00:00+01:00,France
Savoie,"45.5647352384336, 5.92833290286553",NO2,µg/m³,16.8,2023-02-27T06:00:00+01:00,France
Pas-de-Calais,"50.449166359944, 2.90000428226453",O3,µg/m³,40.1,2023-02-27T06:00:00+01:00,France
Bas-Rhin,"48.5904327918195, 7.7449869187876",PM10,µg/m³,11.2,2023-02-27T05:00:00+01:00,France
Haute-Savoie,"45.9071974626627, 6.84583620145384",NO2,µg/m³,8.3,2023-02-27T06:00:00+01:00,France
Indre-et-Loire,"47.3441490981312, 0.653775897476505",NO2,µg/m³,7.7,2023-02-27T06:00:00+01:00,France
Loir-et-Cher,"47.5945165359368, 1.30173969506476",PM2.5,µg/m³,3.9,2023-02-27T06:00:00+01:00,France
Seine-et-Marne,"48.8055412818308, 3.08444637639995",PM10,µg/m³,7.0,2023-02-27T06:00:00+01:00,France
Paris,"48.8733329994682, 2.330278",PM2.5,µg/m³,4.0,2023-02-27T05:00:00+01:00,France
Val-de-Marne,"48.8405544610213, 2.48444363183084",PM10,µg/m³,7.1,2023-02-27T06:00:00+01:00,France
Finistère,"48.3996394541087, -4.46723207639797",NO2,µg/m³,13.4,2023-02-27T06:00:00+01:00,France
Seine-Maritime,"49.5146953797856, 0.100645447802183",O3,µg/m³,67.8,2023-02-27T06:00:00+01:00,France
Seine-et-Marne,"48.7616811904029, 3.05833235109059",O3,µg/m³,55.9,2023-02-27T06:00:00+01:00,France
Bouches-du-Rhône,"43.4002906312612, 4.79639276280504",SO2,µg/m³,1.9,2022-01-07T03:00:00+01:00,France
Corse-du-Sud,"41.964411839407, 8.8202792970315",SO2,µg/m³,0.3,2018-02-03T19:00:00+01:00,France
Reunion,"-21.2048366772925, 55.5826293841965",O3,µg/m³,22.7,2023-02-27T04:00:00+01:00,France
Loire-Atlantique,"47.3157155135734, -2.19076639914648",NO2,µg/m³,4.7,2023-02-27T03:00:00+01:00,France
Haute-Corse,"42.6713433605323, 9.43464610299369",PM2.5,µg/m³,2.2,2023-02-27T03:00:00+01:00,France
French Guiana,"4.93784416911561, -52.3209364190869",NO2,µg/m³,0.2,2022-12-28T04:00:00+01:00,France
Haute-Corse,"42.5357955222631, 9.47596860606318",O3,µg/m³,23.9,2023-02-27T03:00:00+01:00,France
Meuse,"49.1677902851312, 5.38745727029717",PM2.5,µg/m³,6.6,2023-02-26T21:00:00+01:00,France
Charente,"45.6474392468374, 0.167166592906518",O3,µg/m³,4.2,2023-02-25T09:00:00+01:00,France
Ille-et-Vilaine,"48.0896957195876, -1.65902663301761",PM2.5,µg/m³,5.2,2022-06-14T05:00:00+02:00,France
Martinique,"14.6061349483266, -61.0652272262348",PM10,µg/m³,1.1,2022-02-04T03:00:00+01:00,France
Bas-Rhin,"48.5703749994675, 7.766331",NO2,µg/m³,3.6,2020-06-04T04:00:00+02:00,France
AIRPARIF,"48.8589975104964, 2.35099889637488",NO2,µg/m³,33.2,2019-09-23T10:00:00+02:00,France
Meuse,"48.5492988706458, 5.46068793225859",O3,µg/m³,92.4,2019-05-02T13:00:00+02:00,France
Haute-Vienne,"45.8310999994634, 1.256875",NO2,µg/m³,42.3,2019-01-07T11:00:00+01:00,France
Haute-Vienne,"45.8310999994634, 1.256875",O3,µg/m³,22.7,2019-01-07T11:00:00+01:00,France
Saône-et-Loire,"46.7972219994643, 4.853889",NO2,µg/m³,5.38,2018-07-18T14:00:00+02:00,France
Charente-Maritime,"46.1351274855708, -1.11704607264978",PM10,µg/m³,9.8,2023-02-27T05:00:00+01:00,France
Pas-de-Calais,"50.694322523083, 1.57657027308828",O3,µg/m³,58.3,2023-02-27T06:00:00+01:00,France
Marne,"49.224144731874, 4.02055378452238",SO2,µg/m³,-1.2,2023-02-27T06:00:00+01:00,France
Marne,"49.224144731874, 4.02055378452238",PM2.5,µg/m³,5.4,2023-02-27T06:00:00+01:00,France
Nord,"51.0244512162806, 2.30214851122446",NO2,µg/m³,8.1,2023-02-27T06:00:00+01:00,France
Seine-Maritime,"49.5027376236243, 0.2324857921607",PM10,µg/m³,3.9,2023-02-27T06:00:00+01:00,France
Ardennes,"49.9077785386149, 4.62999782272758",PM2.5,µg/m³,6.4,2023-02-27T06:00:00+01:00,France
Pyrénées-Orientales,"42.6957766720916, 2.89969885506793",PM2.5,µg/m³,6.3,2023-02-25T00:00:00+01:00,France
Hérault,"43.6757493538059, 4.08842150423761",PM2.5,µg/m³,3.1,2023-02-27T06:00:00+01:00,France
Gironde,"44.9003038561871, -0.514722081386508",PM10,µg/m³,11.0,2023-02-27T06:00:00+01:00,France
Haute-Garonne,"43.6236195829158, 1.43860701175321",NO2,µg/m³,4.2,2021-05-17T05:00:00+02:00,France
Haute-Garonne,"43.6236195829158, 1.43860701175321",PM10,µg/m³,4.7,2023-02-27T06:00:00+01:00,France
Nord,"50.0922657335736, 3.85002659413797",PM2.5,µg/m³,11.1,2023-02-27T02:00:00+01:00,France
Pas-de-Calais,"50.4897047413789, 2.66642434208777",NO2,µg/m³,13.5,2023-02-27T06:00:00+01:00,France
Calvados,"49.1472284204992, 0.22722166459576",PM2.5,µg/m³,4.8,2023-02-27T06:00:00+01:00,France
Hautes-Pyrénées,"43.2302881526032, 0.0622219878175955",O3,µg/m³,61.2,2023-02-27T06:00:00+01:00,France
Nord,"50.3585299553631, 3.50803796547367",PM10,µg/m³,3.4,2023-02-27T06:00:00+01:00,France
Vosges,"48.1727946380621, 6.45281428149871",O3,µg/m³,61.9,2023-02-27T06:00:00+01:00,France
Vosges,"48.1727946380621, 6.45281428149871",SO2,µg/m³,1.1,2019-08-09T13:00:00+02:00,France
Jura,"46.671325047904, 5.55680766765938",NO2,µg/m³,7.1,2018-06-29T09:00:00+02:00,France
Pyrénées-Atlantiques,"43.3769198235757, -0.609444038205207",SO2,µg/m³,0.6,2023-02-27T06:00:00+01:00,France
Calvados,"49.1922184284462, -0.391183068568539",PM2.5,µg/m³,3.9,2023-02-27T06:00:00+01:00,France
Moselle,"49.1194269655692, 6.18083136292584",PM10,µg/m³,4.1,2023-02-27T06:00:00+01:00,France
Jura,"47.1472363891419, 5.5561159648906",PM10,µg/m³,6.3,2023-02-27T05:00:00+01:00,France
Isère,"45.4545046018544, 4.76652377960807",SO2,µg/m³,1.7,2023-02-27T06:00:00+01:00,France
Isère,"45.1619288830485, 5.73559935865769",SO2,µg/m³,7.5,2023-02-24T12:00:00+01:00,France
Dordogne,"45.1897286682993, 0.727222155106117",PM2.5,µg/m³,3.1,2023-02-27T06:00:00+01:00,France
Puy-de-Dôme,"45.7721438747978, 3.08750064836595",O3,µg/m³,60.6,2023-02-27T06:00:00+01:00,France
Puy-de-Dôme,"45.7721438747978, 3.08750064836595",NO2,µg/m³,6.2,2023-02-27T06:00:00+01:00,France
Rhône,"45.753280414108, 5.07220250448826",NO2,µg/m³,1.3,2023-02-27T06:00:00+01:00,France
Somme,"49.6966745981997, 2.80113570209433",O3,µg/m³,45.1,2023-02-27T06:00:00+01:00,France
Haute-Savoie,"45.89525737885, 6.11833556860965",O3,µg/m³,57.9,2023-02-27T06:00:00+01:00,France
Corrèze,"45.1587617596045, 1.53722406364385",O3,µg/m³,59.9,2023-02-27T06:00:00+01:00,France
Morbihan,"47.742485358103, -3.3948053239104",PM10,µg/m³,8.3,2023-02-27T06:00:00+01:00,France
Indre,"46.7982789812207, 1.69312668120279",PM10,µg/m³,6.0,2023-02-27T06:00:00+01:00,France
Paris,"48.8916699435252, 2.34666901670543",NO2,µg/m³,17.7,2023-02-27T06:00:00+01:00,France
Alpes-Maritimes,"43.7020570445023, 7.28626221895196",NO2,µg/m³,7.4,2023-02-27T06:00:00+01:00,France
Var,"43.1267865047699, 5.9219368980426",PM10,µg/m³,4.9,2023-02-27T05:00:00+01:00,France
Paris,"48.8563969790789, 2.33527837890279",NO2,µg/m³,18.2,2023-02-27T06:00:00+01:00,France
Seine-Maritime,"49.4005402179295, 1.09882823868784",PM10,µg/m³,9.0,2023-02-27T06:00:00+01:00,France
Seine-Maritime,"49.4933443610071, 0.571853136825942",NO2,µg/m³,4.4,2023-02-27T06:00:00+01:00,France
Haute-Savoie,"46.193673253211, 6.21485954588829",O3,µg/m³,62.1,2023-02-27T06:00:00+01:00,France
Pas-de-Calais,"50.947317025658, 1.84308245158086",SO2,µg/m³,0.68,2017-06-20T17:00:00+02:00,France
Moselle,"49.1074904810244, 6.1227732461132",NO2,µg/m³,3.7,2023-02-27T05:00:00+01:00,France
Corse-du-Sud,"41.964411839407, 8.8202792970315",PM10,µg/m³,18.1,2023-02-27T05:00:00+01:00,France
Cher,"47.0750331280192, 2.40717953424372",NO2,µg/m³,7.0,2023-02-27T05:00:00+01:00,France
Moselle,"49.1874042196733, 6.91086524487126",PM10,µg/m³,9.7,2023-02-27T03:00:00+01:00,France
Yonne,"48.2005841475738, 3.277224836372",PM10,µg/m³,8.9,2022-06-30T10:00:00+02:00,France
Oise,"49.2763912615378, 2.48217089416201",PM10,µg/m³,19.8,2022-01-18T09:00:00+01:00,France
Manche,"49.6363812210033, -1.62666931648363",NO2,µg/m³,2.4,2021-12-09T01:00:00+01:00,France
Loire-Atlantique,"47.3315476635576, -2.1516268022174",NO2,µg/m³,1.3,2021-07-14T18:00:00+02:00,France
Bouches-du-Rhône,"43.8291454141088, 4.64295152912459",NO2,µg/m³,5.0,2019-07-04T12:00:00+02:00,France
Corrèze,"45.2636139994632, 1.763889",NO2,µg/m³,24.0,2019-06-11T13:00:00+02:00,France
Nord,"50.438677999473, 3.433458",NO2,µg/m³,5.35,2018-04-23T13:00:00+02:00,France
Pas-de-Calais,"50.4494559994731, 2.9",NO2,µg/m³,7.7,2018-04-25T02:00:00+02:00,France
Nord,"50.7754809994743, 3.127047",O3,µg/m³,56.28,2018-04-25T02:00:00+02:00,France
Isère,"45.1904389994632, 5.686964",O3,µg/m³,0.75,2018-02-13T08:00:00+01:00,France
ATMO HAUTS DE FRANCE,"50.9615772767861, 1.873903648979",SO2,µg/m³,6.4,2017-07-18T22:00:00+02:00,France
AIR RHONE ALPES,"45.3895622059041, 4.61581342439134",NO2,µg/m³,4.5,2016-11-29T02:00:00+01:00,France
Manche,"49.1163696175405, -1.08472468872716",PM10,µg/m³,6.3,2023-02-27T06:00:00+01:00,France
Manche,"49.1163696175405, -1.08472468872716",NO2,µg/m³,4.0,2023-02-27T06:00:00+01:00,France
Eure,"49.0213216111601, 1.14831642768998",SO2,µg/m³,5.25,2016-12-05T18:00:00+01:00,France
Eure,"49.0213216111601, 1.14831642768998",PM2.5,µg/m³,4.4,2023-02-27T06:00:00+01:00,France
Bouches-du-Rhône,"43.4588738424815, 4.93416737793045",SO2,µg/m³,0.7,2023-02-27T06:00:00+01:00,France
Marne,"48.9622002533359, 4.36000018093262",O3,µg/m³,58.9,2023-02-27T06:00:00+01:00,France
Gard,"43.8343944035121, 4.37422051188023",PM2.5,µg/m³,3.6,2023-02-27T06:00:00+01:00,France
Oise,"49.2595681690121, 2.47440046695438",O3,µg/m³,40.9,2023-02-27T06:00:00+01:00,France
Rhône,"45.7352883837178, 4.82979212506861",PM10,µg/m³,4.1,2023-02-27T06:00:00+01:00,France
Nord,"50.3642606948305, 3.52273440352186",NO2,µg/m³,12.0,2023-02-27T06:00:00+01:00,France
Rhône,"45.7789106049275, 4.92469913483583",PM10,µg/m³,13.7,2022-05-02T14:00:00+02:00,France
Ain,"46.2116413286108, 5.22638933985453",O3,µg/m³,62.5,2023-02-27T06:00:00+01:00,France
Gironde,"44.8614122229463, -0.579443900976751",O3,µg/m³,60.7,2023-02-27T06:00:00+01:00,France
Vienne,"46.5839094193576, 0.34555583865754",O3,µg/m³,60.6,2023-02-27T06:00:00+01:00,France
Ain,"45.8232499457644, 4.95395726363961",NO2,µg/m³,3.6,2023-02-27T06:00:00+01:00,France
Haut-Rhin,"47.7476802263183, 7.32136838025535",NO2,µg/m³,6.3,2023-02-27T06:00:00+01:00,France
Dordogne,"45.1897286682993, 0.727222155106117",NO2,µg/m³,1.7,2023-02-26T19:00:00+01:00,France
Landes,"43.7047196490079, -1.03861416519331",PM10,µg/m³,8.6,2023-02-27T06:00:00+01:00,France
Haute-Vienne,"45.8900054295449, 0.900004116853666",PM10,µg/m³,6.3,2023-02-27T05:00:00+01:00,France
Savoie,"45.675001076592, 6.389725599095",PM10,µg/m³,7.8,2023-02-27T06:00:00+01:00,France
Vienne,"46.5869346169289, 0.358583206907842",PM10,µg/m³,5.2,2023-02-27T05:00:00+01:00,France
Eure-et-Loir,"48.7314125600919, 1.36388514642015",NO2,µg/m³,8.0,2023-02-27T06:00:00+01:00,France
Schoelcher,"14.6163922565127, -61.1008005114859",PM10,µg/m³,5.5,2023-02-27T06:00:00+01:00,France
Ille-et-Vilaine,"48.1086536280958, -1.66576399764851",NO2,µg/m³,7.8,2023-02-27T06:00:00+01:00,France
Bouches-du-Rhône,"43.6389642135529, 5.09999637937892",NO2,µg/m³,4.5,2023-02-27T06:00:00+01:00,France
Alpes-Maritimes,"43.5625273554356, 7.00721854224592",NO2,µg/m³,6.8,2023-02-27T06:00:00+01:00,France
Seine-Maritime,"49.4983037615862, 0.142706366035227",SO2,µg/m³,2.7,2023-02-27T06:00:00+01:00,France
Seine-Saint-Denis,"48.8819236211318, 2.50722490743611",NO2,µg/m³,14.8,2023-02-27T06:00:00+01:00,France
Rhône,"45.6638900806203, 4.84589891811287",PM10,µg/m³,11.7,2023-02-27T05:00:00+01:00,France
Reunion,"-21.0321286605182, 55.2325559179751",NO2,µg/m³,13.4,2023-02-27T04:00:00+01:00,France
Seine-Saint-Denis,"48.9372456845249, 2.36167088195022",NO2,µg/m³,9.2,2023-02-27T04:00:00+01:00,France
Loire-Atlantique,"47.3172989420909, -2.07330269259501",SO2,µg/m³,0.2,2023-02-27T03:00:00+01:00,France
Loire-Atlantique,"47.3191868140786, -2.06695160353629",PM2.5,µg/m³,4.3,2023-02-27T03:00:00+01:00,France
Mayenne,"48.0694102184996, -0.767692156970986",PM10,µg/m³,5.7,2023-02-27T03:00:00+01:00,France
Loire-Atlantique,"47.2225142859138, -1.53750254138193",NO2,µg/m³,6.6,2023-02-27T03:00:00+01:00,France
Sarthe,"47.9710503785717, 0.221422141121484",PM10,µg/m³,8.0,2023-02-27T03:00:00+01:00,France
Maine-et-Loire,"47.0544439994646, -0.886111",NO2,µg/m³,2.4,2023-02-27T03:00:00+01:00,France
Maine-et-Loire,"47.4685406598526, -0.556052669293563",PM2.5,µg/m³,8.9,2022-08-25T09:00:00+02:00,France
Doubs,"47.3512703177986, 6.3597218686054",PM10,µg/m³,8.2,2023-02-26T16:00:00+01:00,France
Bouches-du-Rhône,"43.6755544389705, 4.62861441719004",NO2,µg/m³,11.7,2023-02-25T06:00:00+01:00,France
Loiret,"47.9173751802827, 1.96625944333933",NO2,µg/m³,3.2,2022-12-30T16:00:00+01:00,France
Pyrénées-Orientales,"42.6840234675827, 2.90345381295555",O3,µg/m³,16.4,2018-12-04T09:00:00+01:00,France
AIR BREIZH,"47.8319337214448, -1.83632712064428",NO2,µg/m³,1.9,2019-12-19T15:00:00+01:00,France
Corrèze,"45.2636139994632, 1.763889",PM2.5,µg/m³,2.0,2019-06-11T13:00:00+02:00,France
ATMO HAUTS DE FRANCE,"50.7241878513227, 3.15906044389892",SO2,µg/m³,0.0,2017-06-26T07:00:00+02:00,France
Allier,"46.0602779994636, 3.515139",O3,µg/m³,110.58,2018-08-23T14:00:00+02:00,France
AIR BREIZH,"48.654741414049, -1.99613740968915",NO2,µg/m³,4.83,2018-06-21T08:00:00+02:00,France
Indre,"46.7983329994643, 1.693819",O3,µg/m³,55.4,2018-04-25T02:00:00+02:00,France
Nord,"50.981663999475, 2.143056",PM10,µg/m³,14.75,2018-04-25T02:00:00+02:00,France
Puy-de-Dôme,"45.7646669994634, 3.047194",O3,µg/m³,68.18,2017-12-31T19:00:00+01:00,France
ATMO NORD-PAS-DE-CALAIS,"50.6872089262531, 2.88004371665139",O3,µg/m³,0.95,2016-12-05T02:00:00+01:00,France
Cher,"46.8147189994643, 2.610806",PM2.5,µg/m³,7.95,2018-04-25T02:00:00+02:00,France
Indre-et-Loire,"47.3949999994651, 0.7046",NO2,µg/m³,5.63,2018-04-25T02:00:00+02:00,France
Nord,"50.2783359994725, 3.973611",O3,µg/m³,55.48,2018-04-25T02:00:00+02:00,France
Pas-de-Calais,"50.9470999994749, 1.84276",PM10,µg/m³,13.05,2018-04-25T02:00:00+02:00,France
Pas-de-Calais,"50.9498999994749, 1.76894",O3,µg/m³,77.45,2018-04-25T02:00:00+02:00,France
Isère,"45.1904389994632, 5.686964",PM10,µg/m³,13.08,2018-02-13T08:00:00+01:00,France
Seine-Maritime,"49.4810859994699, 0.165289",SO2,µg/m³,0.13,2018-02-02T11:00:00+01:00,France
AIR NORMAND,"49.4414447487293, 1.08265856357369",PM2.5,µg/m³,35.75,2016-12-05T18:00:00+01:00,France
AIR RHONE ALPES,"45.5259808277432, 4.8754085751962",O3,µg/m³,0.0,2016-12-05T02:00:00+01:00,France
Deux-Sèvres,"46.143157104954, -0.396042055940342",PM2.5,µg/m³,5.3,2023-02-27T06:00:00+01:00,France
Rhône,"45.9614268554258, 4.46571392356781",NO2,µg/m³,10.75,2016-12-05T02:00:00+01:00,France
Eure,"49.0213216111601, 1.14831642768998",O3,µg/m³,53.7,2023-02-27T06:00:00+01:00,France
Bouches-du-Rhône,"43.4022486696243, 4.98221826247801",SO2,µg/m³,0.8,2023-02-27T06:00:00+01:00,France
Seine-Maritime,"49.5027376236243, 0.2324857921607",SO2,µg/m³,1.3,2023-02-27T06:00:00+01:00,France
Haute-Marne,"48.6458392908865, 4.96611146943374",PM10,µg/m³,7.3,2023-02-27T06:00:00+01:00,France
Marne,"48.9622002533359, 4.36000018093262",PM10,µg/m³,1.7,2023-02-27T05:00:00+01:00,France
Pas-de-Calais,"50.3088728068236, 2.80737001016612",PM10,µg/m³,16.5,2023-02-27T02:00:00+01:00,France
Pyrénées-Orientales,"42.6957766720916, 2.89969885506793",NO2,µg/m³,4.0,2023-02-27T06:00:00+01:00,France
